name,country,alpha_two_code,web_pages
Université du Littoral Cote d'Opale,France,FR,http://www.univ-littoral.fr/
Université de Lorraine,France,FR,http://www.univ-lorraine.fr/
Université de La Rochelle,France,FR,http://www.univ-lr.fr/
Université Claude Bernard (Lyon I),France,FR,http://www.univ-lyon1.fr/
Université Lumiére (Lyon II),France,FR,http://www.univ-lyon2.fr/
Université Jean Moulin (Lyon III),France,FR,http://www.univ-lyon3.fr/
Université de la Méditerranée (Aix Marseille II),France,FR,http://www.univmed.fr/
Université de Metz,France,FR,http://www.univ-metz.fr/
Université Paris-Est Marne-la-Vallée,France,FR,http://www.univ-mlv.fr/
Université de Montpellier I,France,FR,http://www.univ-montp1.fr/
Université de Montpellier II,France,FR,http://www.univ-montp2.fr/
Université Paul Valéry (Montpellier III),France,FR,http://www.univ-montp3.fr/
Université de Haute-Alsace,France,FR,http://www.univ-mulhouse.fr/
Université Nancy II,France,FR,http://www.univ-nancy2.fr/
Université de Nantes,France,FR,http://www.univ-nantes.fr/
Université d'Orléans,France,FR,http://www.univ-orleans.fr/
Université Val-de-Marne (Paris XII),France,FR,http://www.univ-paris12.fr/
Université Paris Nord (Paris XIII),France,FR,http://www.univ-paris13.fr/
Université Panthéon-Sorbonne (Paris I),France,FR,http://www.univ-paris1.fr/
Université Sorbonne-Nouvelle (Paris III),France,FR,http://www.univ-paris3.fr/
Université René Descartes (Paris V),France,FR,http://www.univ-paris5.fr/
Université Vincennes Saint-Denis (Paris VIII),France,FR,http://www.univ-paris8.fr/
Université de Pau et des Pays de l'Adour,France,FR,http://www.univ-pau.fr/
Université de Perpignan,France,FR,http://www.univ-perp.fr/
Université de Poitiers,France,FR,http://www.univ-poitiers.fr/
Université de Reims Champagne-Ardenne,France,FR,http://www.univ-reims.fr/
Université Rennes I,France,FR,http://www.univ-rennes1.fr/
Université de Rouen - Haute Normandie,France,FR,http://www.univ-rouen.fr/
Université de Savoie,France,FR,http://www.univ-savoie.fr/
Université Jean Monnet,France,FR,http://www.univ-st-etienne.fr/
"Université du Sud, Toulon et Var",France,FR,http://www.univ-tln.fr/
Université des Sciences Sociales (Toulouse I),France,FR,http://www.univ-tlse1.fr/
Université de Toulouse-le-Mirail (Toulouse II),France,FR,http://www.univ-tlse2.fr/
Université de Toulouse,France,FR,http://www.univ-toulouse.fr/
Université François Rabelais de Tours,France,FR,http://www.univ-tours.fr/
Université de Bretagne Sud,France,FR,http://www.univ-ubs.fr/
Université de Valenciennes et du Hainaut-Cambrésis,France,FR,http://www.univ-valenciennes.fr/
Université Paris Nanterre (Paris X),France,FR,http://www.u-paris10.fr/
Université Panthéon-Assas (Paris II),France,FR,http://www.u-paris2.fr/
Université de Picardie Jules-Verne,France,FR,http://www.u-picardie.fr/
Université Paul Sabatier (Toulouse III),France,FR,http://www.ups-tlse.fr/
Université Paris Sud (Paris XI),France,FR,http://www.u-psud.fr/
Université d'Aix-Marseille,France,FR,http://www.univ-amu.fr/
Université de Provence (Aix-Marseille I),France,FR,http://www.up.univ-mrs.fr/
Université des Sciences Humaines (Strasbourg II),France,FR,http://ushs.u-strasbg.fr/
Université de Technologie de Belfort Montbéliard,France,FR,http://www.utbm.fr/
Université de Technologie de Compiègne,France,FR,http://www.utc.fr/
Université de Technologie de Troyes,France,FR,http://www.utt.fr/
Université de Versailles Saint-Quentin-en-Yvelines,France,FR,http://www.uvsq.fr/
Ecole Nationale Vétérinaire d'Alfort,France,FR,http://www.vet-alfort.fr/
Ecole Nationale Vétérinaire de Lyon,France,FR,http://www.vet-lyon.fr/
Ecole Nationale Vétérinaire de Nantes,France,FR,http://www.vet-nantes.fr/
"Ecole Européenne de Chimie, Polymères et Matériaux de Strasbourg",France,FR,http://www-ecpm.u-strasbg.fr/
Ecole Nationale du Génie de l'Eau et de l'Environnement de Strasbourg,France,FR,http://www-engees.u-strasbg.fr/
Ecole Nationale Supérieure des Arts et Industries de Strasbourg,France,FR,http://www-ensais.u-strasbg.fr/
Institut polytechnique de Grenoble,France,FR,https://grenoble-inp.fr/
Ecole Nationale Supérieure de Physique de Strasbourg,France,FR,http://www-ensps.u-strasbg.fr/
Université Louis Pasteur (Strasbourg I),France,FR,http://www-ulp.u-strasbg.fr/
Université Robert Schuman (Strasbourg III),France,FR,http://www-urs.u-strasbg.fr/
Université de Strasbourg,France,FR,https://www.unistra.fr/
Ecole pour l'Informatique et les nouvelles Technologies,France,FR,http://www.epitech.eu/
Ecole Pour l'Informatique et les Techniques Avancees,France,FR,http://www.epita.fr/
Institut polytechnique des sciences avancees,France,FR,http://www.ipsa.fr/
Ecole des technologies numeriques appliquees,France,FR,http://www.etna.io/
Institut Sup'Biotech de Paris,France,FR,http://www.supbiotech.fr/
DUT MMI - Université Bordeaux Montaigne,France,FR,https://www.mmibordeaux.com/
