name,country,alpha_two_code,web_pages
Universidad de Hermosillo,Mexico,MX,http://www.udeh.edu.mx/
Universidad de Monterrey,Mexico,MX,http://www.udem.edu.mx/
Universidad de San Miguel,Mexico,MX,http://www.udesanmiguel.edu.mx/
Universidad de Guadalajara,Mexico,MX,http://www.udg.mx/
Universidad de las Américas,Mexico,MX,http://www.udla.mx/
Universidad de las Américas - Puebla,Mexico,MX,http://www.udlap.mx/
Universidad de Occidente,Mexico,MX,http://www.udo.mx/
Universidad Don Vasco,Mexico,MX,http://www.udv.edu.mx/
Universidad Franciscana de México,Mexico,MX,http://www.ufm.edu.mx/
Universidad Franco-Mexicana,Mexico,MX,http://www.ufram.edu.mx/
Universidad de Guanajuato,Mexico,MX,http://www.ugto.mx/
Universidad Iberoamericana,Mexico,MX,http://www.uia.mx/
Universidad Intercontinental,Mexico,MX,http://www.uic.edu.mx/
Universidad Insurgentes Plantel León,Mexico,MX,http://www.uileon.edu.mx/
Universidad Juárez Autónoma de Tabasco,Mexico,MX,http://www.ujat.mx/
Universidad Juárez del Estado de Durango,Mexico,MX,http://www.ujed.mx/
Universidad Justo Sierra,Mexico,MX,http://www.ujsierra.mx/
Universidad Latinoamericana,Mexico,MX,http://www.ula.edu.mx/
Universidad Lasallista Benavente,Mexico,MX,http://www.ulsab.edu.mx/
Universidad La Salle Cuernavaca,Mexico,MX,http://www.ulsac.edu.mx/
Universidad La Salle,Mexico,MX,http://www.ulsa.edu.mx/
Universidad Madero,Mexico,MX,http://www.umad.edu.mx/
Universidad México Americana del Norte,Mexico,MX,http://www.uman.edu.mx/
Universidad del Mar,Mexico,MX,http://www.umar.mx/
Universidad Michoacana de San Nicolás de Hidalgo,Mexico,MX,http://www.umich.mx/
Universidad México Internacional,Mexico,MX,http://www.umi.edu.mx/
Universidad Metropolitana Latin Campus,Mexico,MX,http://www.umla.edu.mx/
Universidad Metropolitana de Monterrey,Mexico,MX,http://www.umm.edu.mx/
Universidad Mexicana del Noreste,Mexico,MX,http://www.umne.edu.mx/
Universidad de Montemorelos,Mexico,MX,http://www.umontemorelos.edu.mx/
Universidad Mesoamericana de San Agustín,Mexico,MX,http://www.umsa.edu.mx/
Universidad Autónoma del Carmen,Mexico,MX,http://www.unacar.mx/
Universidad Autónoma de Chiapas,Mexico,MX,http://www.unach.mx/
Universidad Nacional Autónoma de México,Mexico,MX,http://www.unam.mx/
Universidad del Norte,Mexico,MX,http://www.un.edu.mx/
Universidad del Noreste,Mexico,MX,http://www.une.edu.mx/
Universidad España de Durango,Mexico,MX,http://www.unes.edu.mx/
Universidad de Ciencias y Artes de Chiapas,Mexico,MX,http://www.unicach.edu.mx/
Universidad de Comunicación Avanzada,Mexico,MX,http://www.unica.edu.mx/
Universidad Kino,Mexico,MX,http://www.unikino.mx/
Universidad del Mayab,Mexico,MX,http://www.unimayab.edu.mx/
Universidad Mexicana,Mexico,MX,http://www.unimex.edu.mx/
Universidad Tecnológica de México,Mexico,MX,http://www.unitec.mx/
Universidad del Valle de Atemajac,Mexico,MX,http://www.univa.mx/
Universidad Jóse Vasconcelos,Mexico,MX,http://www.univas.edu.mx/
Universidad Chapultepéc,Mexico,MX,http://www.univchapultepec.edu.mx/
Universidad de León,Mexico,MX,http://www.universidaddeleon.edu.mx/
Universidad la Concordia,Mexico,MX,http://www.universidadlaconcordia.edu.mx/
Universidad Motolinía del Pedegral,Mexico,MX,http://www.universidadmotolinia.edu.mx/
Universidad Salesiana,Mexico,MX,http://www.universidadsalesiana.edu.mx/
Universidad Autónoma de Veracruz Villa Rica,Mexico,MX,http://www.univillarica.mx/
Universidad Latina,Mexico,MX,http://www.unla.edu.mx/
Universidad de Norteamerica,Mexico,MX,http://www.un.mx/
Universidad del Noroeste,Mexico,MX,http://www.uno.mx/
Universidad Nuevo Mundo,Mexico,MX,http://www.unum.edu.mx/
Universidad Obrera de Mexico,Mexico,MX,http://www.uom.edu.mx/
Universidad Popular Autonóma del Estado de Puebla,Mexico,MX,http://www.upaep.mx/
"Instituto Politécnico Nacional, Campus Guanajuato",Mexico,MX,http://www.upiig.ipn.mx/
Universidad Panamericana,Mexico,MX,http://www.up.mx/
Universidad Pedagógica Nacional,Mexico,MX,http://www.upn.mx/
Universidad de Quintana Roo,Mexico,MX,http://www.uqroo.mx/
Universidad Regional Miguel Hidalgo,Mexico,MX,http://www.urmh.edu.mx/
Universidad Regiomontana,Mexico,MX,http://www.ur.mx/
Universidad Regional del Sureste,Mexico,MX,http://www.urse.edu.mx/
Universidad de la Sierra A.C.,Mexico,MX,http://www.usac.edu.mx/
Universidad Simón Bolivar,Mexico,MX,http://www.usb.edu.mx/
