name,country,alpha_two_code,web_pages
Fachhochschule Lübeck,Germany,DE,http://www.fh-luebeck.de/
Fachhochschule Mainz,Germany,DE,http://www.fh-mainz.de/
"Fachhochschule Mannheim, Hochschule für Technik und Gestaltung",Germany,DE,http://www.fh-mannheim.de/
Fachhochschule Merseburg,Germany,DE,http://www.fh-merseburg.de/
Fachhochschule des Mittelstandes (FHM),Germany,DE,http://www.fhm-mittelstand.de/
Fachhochschule München,Germany,DE,http://www.fh-muenchen.de/
Hochschule München,Germany,DE,http://www.hm.edu/
Fachhochschule Münster,Germany,DE,http://www.fh-muenster.de/
Fachhochschule Neubrandenburg,Germany,DE,http://www.fh-nb.de/
"Hochschule Neu-Ulm, Hochschule Neu-Ulm University of applied sciences",Germany,DE,http://www.hs-neu-ulm.de/
Fachhochschule Niederrhein,Germany,DE,http://www.fh-niederrhein.de/
Fachhochschule Nordostniedersachsen,Germany,DE,http://www.fhnon.de/
Fachhochschule Nordhausen,Germany,DE,http://www.fh-nordhausen.de/
Georg-Simon-Ohm-Fachhochschule Nürnberg,Germany,DE,http://www.fh-nuernberg.de/
"Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege",Germany,DE,http://www.fh-nuertingen.de/
Fachhochschule für das öffentliche Bibliothekswesen Bonn,Germany,DE,http://www.fhoebb.de/
"Fachhochschule Offenburg, Hochschule für Technik und Wirtschaft",Germany,DE,http://www.fh-offenburg.de/
Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven,Germany,DE,http://www.fh-oow.de/
Fachhochschule Osnabrück,Germany,DE,http://www.fh-osnabrueck.de/
Freie Kunst-Studienstätte Ottersberg,Germany,DE,http://www.fh-ottersberg.de/
"Fachhochschule Pforzheim, Hochschule für Gestaltung, Technik und Wirtschaft",Germany,DE,http://www.fh-pforzheim.de/
Fachhochschule Potsdam,Germany,DE,http://www.fh-potsdam.de/
Fachhochschule Regensburg,Germany,DE,http://www.fh-regensburg.de/
"Fachhochschule Reutlingen, Hochschule für Technik und Wirtschaft",Germany,DE,http://www.fh-reutlingen.de/
"Deutsch-Ordens Fachhochschule Riedlingen, Hochschule für Wirtschaft",Germany,DE,http://www.fh-riedlingen.de/
"Fachhochschule Rosenheim, Hochschule für Technik und Wirtschaft",Germany,DE,http://www.fh-rosenheim.de/
"Fachhochschule Rottenburg, Hochschule für Forstwirtschaft",Germany,DE,http://www.fh-rottenburg.de/
Fachhochschule Schmalkalden,Germany,DE,http://www.fh-schmalkalden.de/
"Fachhochschule Schwäbisch Hall, Hochschule für Gestaltung",Germany,DE,http://www.fh-schwaebischhall.de/
"Fachhochschule Mannheim, Hochschule für Sozialwesen",Germany,DE,http://www.fhs-mannheim.de/
"Evangelische Fachhochschule für Religionspädagogik, und Gemeindediakonie Moritzburg",Germany,DE,http://www.fhs-moritzburg.de/
Fachhochschule Stralsund,Germany,DE,http://www.fh-stralsund.de/
Deutsche Telekom Fachhochschule Leipzig,Germany,DE,http://www.fh-telekom-leipzig.de/
"Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung",Germany,DE,http://www.fh-trier.de/
"Fachhochschule Stuttgart, Hochschule für Technik",Germany,DE,http://www.fht-stuttgart.de/
Hochschule für Technik und Wirtschaft Berlin,Germany,DE,https://www.htw-berlin.de/
"Hochschule Ulm, Hochschule für Angewandte Wissenschaft",Germany,DE,http://www.hs-ulm.de/
Fachhochschule für Verwaltung und Rechtspflege Berlin,Germany,DE,http://www.fhvr.berlin.de/
Fachhochschule für Wirtschaft Berlin,Germany,DE,http://www.fhw-berlin.de/
Fachhochschule Wedel,Germany,DE,http://www.fh-wedel.de/
Fachhochschule Weihenstephan,Germany,DE,http://www.fh-weihenstephan.de/
Fachhochschule Ravensburg-Weingarten,Germany,DE,http://www.fh-weingarten.de/
"Fachhochschule Westküste, Hochschule für Wirtschaft und Technik",Germany,DE,http://www.fh-westkueste.de/
Fachhochschule Wiesbaden,Germany,DE,http://www.fh-wiesbaden.de/
Ostfalia Hochschule für angewandte Wissenschaften,Germany,DE,https://www.ostfalia.de/
Fachhochschule Worms,Germany,DE,http://www.fh-worms.de/
Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz,Germany,DE,http://www.fhwt.de/
Fachhochschule Würzburg - Schweinfurt,Germany,DE,http://www.fh-wuerzburg.de/
Westsächsische Hochschule Zwickau (FH),Germany,DE,http://www.fh-zwickau.de/
Fachhochschule für Oekonomie und Management (FOM),Germany,DE,http://www.fom.de/
Freie Universität Berlin,Germany,DE,http://www.fu-berlin.de/
Private Hanseuniversität,Germany,DE,http://www.hanseuni.de/
Hafencity Universität Hamburg,Germany,DE,http://www.hcu-hamburg.de/
"Fachhochschule Stuttgart, Hochschule der Medien",Germany,DE,http://www.hdm-stuttgart.de/
Hertie School of Governance,Germany,DE,http://www.hertie-school.org/
"Hochschule für Bankwirtschaft (HfB), Private Fachhochschule der Bankakademie",Germany,DE,http://www.hfb.de/
"Fachhochschule Schwäbisch Gmünd, Hochschule für Gestaltung",Germany,DE,http://www.hfg-gmuend.de/
